ROAD_CLASS,DISTRICT,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,IMPACTYPE,INVTYPE,INJURY,VEHTYPE,HOUR,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,PEDESTRIAN,PASSENGER,POLICE_DIVISION,HOOD_ID,month
Major Arterial,Scarborough,Intersection,At Intersection,Other,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,6,0,1,0,0,0,0,0,0,0,0,0,1,0,42,130,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Pedestrian Collisions,Driver,Minor,Automobile,20,0,1,0,0,0,0,0,1,0,0,0,1,0,31,26,1
Major Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Fatal,Other,17,0,1,0,0,0,0,0,0,0,0,1,1,0,23,1,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Minor,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,0,51,73,3
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,22,0,1,0,0,0,0,0,1,0,0,0,1,1,41,120,7
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,18,0,1,0,0,0,0,0,1,0,0,0,1,0,22,18,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Sideswipe,Driver,Major,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,0,0,55,68,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Passenger,Major,Other,19,0,1,0,0,0,0,0,0,0,0,0,1,1,23,3,12
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,1,0,23,2,10
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,9,0,1,0,0,0,0,0,0,0,0,0,1,0,42,116,11
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,8,1,1,0,0,0,0,0,0,0,0,0,0,0,14,77,6
Other,Other,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,23,0,1,0,0,0,0,0,0,0,0,0,1,0,43,136,9
Collector,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Automobile,12,0,1,0,0,0,0,0,1,0,0,0,0,0,22,14,4
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Turning Movement,Driver,Major,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,0,0,32,34,3
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,None,Bus,16,0,1,0,0,1,0,0,1,0,0,0,0,1,11,89,7
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,9,0,1,0,0,0,0,0,1,0,0,0,1,1,53,95,11
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Automobile,19,1,1,0,0,0,0,0,0,0,0,0,0,0,51,75,10
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Vehicle Owner,None,Other,17,0,1,0,0,0,0,1,1,0,0,0,0,1,51,77,3
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Approaching,Driver,Minor,Truck,3,0,1,0,0,0,0,0,1,0,1,0,0,1,31,27,9
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Rear End,Driver,Major,Automobile,11,0,1,0,0,0,0,0,1,0,0,0,0,1,32,50,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Angle,Vehicle Owner,None,Other,21,0,1,0,0,0,0,1,1,0,0,0,0,1,33,47,1
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Major,Automobile,10,0,1,0,0,0,0,0,0,0,0,0,0,0,42,128,11
Major Arterial,North York,Mid-Block,Other,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,Minor,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,0,31,27,6
Major Arterial,Toronto and East York,Intersection,Other,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,3,0,1,0,0,0,0,0,0,0,0,0,1,0,11,87,1
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Minor,Other,16,0,1,0,0,0,0,0,0,0,0,0,0,1,43,133,5
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,15,0,1,0,0,0,0,0,1,0,0,0,1,0,54,58,12
Minor Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,8,1,1,0,0,0,0,0,1,0,0,0,0,0,42,130,9
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Driver,None,Van,13,0,1,1,0,0,0,0,1,0,0,1,0,0,53,104,4
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,Minor,Automobile,23,0,1,0,0,0,0,0,0,0,0,0,1,0,43,136,2
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,7,0,1,0,0,0,0,0,0,0,0,0,1,0,13,94,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Other,Daylight,Other,Pedestrian Collisions,Pedestrian,Fatal,Other,11,0,1,0,0,0,0,0,1,0,0,0,1,0,52,76,1
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Turning Movement,Passenger,None,Other,18,0,1,0,0,0,0,0,0,0,0,0,0,1,52,76,3
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Sideswipe,Driver,None,Automobile,7,0,1,0,0,0,0,0,0,0,0,0,0,0,42,131,5
Minor Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,9,0,1,0,0,0,0,0,0,0,0,0,1,0,51,77,3
Local,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,SMV Other,Passenger,Minor,Other,16,0,1,0,0,0,0,0,0,0,0,0,0,1,55,70,3
Major Arterial,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,SMV Other,Driver,None,Bus,9,0,0,0,0,1,0,0,0,0,0,0,0,1,14,78,9
Minor Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Angle,Truck Driver,Minor,Truck,14,0,1,0,1,0,0,0,0,0,0,0,0,0,41,121,6
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,19,0,1,0,0,0,0,0,1,0,0,0,1,0,42,130,6
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Turning Movement,Driver,None,Automobile,7,0,1,1,0,0,0,0,0,0,0,0,0,0,14,81,10
Major Arterial,Toronto and East York,Intersection,At Intersection,No Control,Clear,Dark,Wet,Approaching,Driver,None,Automobile,2,0,1,0,0,0,0,1,1,0,1,0,0,1,54,60,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Other,Clear,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,20,0,0,0,1,0,0,0,1,0,0,0,1,1,12,111,2
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Fatal,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,0,0,42,131,4
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,None,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,0,0,12,113,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,12,0,1,0,0,0,0,0,0,0,0,0,1,1,53,99,11
Major Arterial,Scarborough,Intersection,Other,Stop Sign,Clear,Dark,Dry,SMV Other,Passenger,Minor,Other,0,0,1,0,0,0,0,1,1,0,0,0,0,1,41,119,6
Major Arterial,Toronto and East York,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,8,0,1,0,0,1,0,0,1,0,0,0,1,0,55,70,4
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,8,0,1,0,0,0,0,0,1,0,0,0,1,0,42,116,3
Minor Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Automobile,15,0,1,0,1,0,0,0,1,0,0,0,0,1,32,27,8
Major Arterial,North York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Turning Movement,Driver,Major,Automobile,13,0,1,0,0,0,0,0,1,0,0,0,0,1,13,31,5
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,20,0,1,0,0,0,0,0,0,0,0,0,1,0,41,121,10
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Rain,Daylight,Wet,SMV Other,Driver,Major,Automobile,15,0,1,0,0,0,0,1,1,0,0,0,0,1,14,85,6
Local,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Automobile,20,1,1,0,0,0,0,0,0,0,0,0,0,0,52,79,3
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,21,1,1,0,0,0,0,0,1,0,0,0,0,1,42,116,4
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,12,0,1,0,0,0,0,0,1,0,0,0,1,0,33,52,8
Minor Arterial,Etobicoke York,Intersection,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Bus,1,0,0,0,0,1,0,0,0,0,0,0,1,0,22,17,6
Major Arterial,North York,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,Minor,Automobile,14,1,1,0,0,0,0,0,0,0,0,0,0,0,13,31,8
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Minor,Automobile,9,0,1,0,1,0,0,0,0,0,0,0,0,0,11,86,3
Major Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Approaching,Passenger,Minor,Automobile,8,0,1,0,0,0,0,0,0,0,0,0,0,1,41,125,2
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,9,1,1,0,0,0,0,0,1,1,0,0,0,0,41,125,9
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,10,0,1,0,0,0,0,0,1,0,0,0,1,0,31,21,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,8,1,1,0,0,0,0,0,1,0,0,0,0,0,14,95,5
Major Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Angle,Driver,Major,Van,22,0,1,0,0,0,0,0,1,0,0,0,0,1,31,22,9
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,3,0,0,0,0,1,0,0,0,0,0,0,1,0,32,40,2
Minor Arterial,Scarborough,Intersection,Other,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Driver,None,Automobile,5,0,1,0,0,0,0,0,1,0,0,0,1,1,42,132,1
Major Arterial,Scarborough,Intersection,Other,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,42,129,11
Major Arterial,Scarborough,Mid-Block,Non Intersection,No Control,Clear,Dawn,Dry,Rear End,Driver,Minor,Bus,6,0,1,0,0,1,0,0,0,0,0,0,0,0,42,131,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,7,0,1,0,0,0,0,1,1,0,0,0,1,0,51,73,7
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Minor,Automobile,13,0,1,0,0,0,0,0,1,1,0,0,0,1,43,127,5
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Vehicle Owner,None,Other,17,0,1,0,0,0,0,0,0,0,0,0,0,0,14,95,9
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Fatal,Other,18,0,1,0,0,0,0,0,0,0,0,0,1,0,42,132,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,15,0,1,0,0,0,0,0,1,0,0,0,1,0,53,95,2
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,None,Other,15,0,1,0,0,0,0,0,1,0,0,0,1,1,52,77,3
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,Minor,Other,13,0,1,0,0,0,0,0,0,0,0,0,0,1,23,21,11
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,9,1,1,0,0,0,0,0,0,0,0,0,0,0,54,60,5
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Minor,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,1,42,118,11
Minor Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,13,0,1,1,0,0,0,0,0,0,0,0,0,0,13,107,5
Major Arterial,Scarborough,Intersection,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,16,0,1,0,0,0,0,0,0,0,0,0,1,1,42,128,10
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,22,0,1,0,0,0,0,0,0,0,0,0,1,0,22,17,7
Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Driver,Major,Automobile,16,0,1,0,0,0,0,0,1,1,0,0,0,0,12,111,9
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Dark,Wet,Turning Movement,Driver,Major,Automobile,18,0,1,0,0,0,0,0,1,1,0,0,0,0,41,119,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Passenger,Minor,Other,18,0,1,0,0,0,0,0,1,1,0,0,1,1,33,52,10
Major Arterial,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Passenger,Major,Other,22,0,1,0,0,0,0,1,1,0,1,0,0,1,11,90,4
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Passenger,None,Other,19,0,1,1,0,0,0,1,1,0,0,0,0,1,43,127,6
Major Arterial,Etobicoke York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Approaching,Driver,Major,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,0,1,22,15,12
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Rear End,Passenger,Major,Other,13,0,1,0,0,0,0,0,1,0,0,0,0,1,51,74,11
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Pedestrian Collisions,Pedestrian,Major,Other,20,0,1,0,0,0,0,0,1,0,0,0,1,0,22,12,3
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,7,0,1,0,0,0,0,0,0,0,0,0,1,0,41,119,7
Major Arterial,Etobicoke York,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,SMV Other,Driver,Minor,Automobile,2,0,1,0,0,0,0,1,1,0,0,0,0,1,22,17,8
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Truck,22,1,1,0,0,0,0,0,0,0,0,0,0,1,51,77,5
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,12,1,1,0,0,0,0,0,0,0,0,0,0,0,51,75,5
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,7,1,0,0,0,1,0,0,0,0,0,0,0,0,52,77,11
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Cyclist Passenger,Major,2 Wheels,9,1,1,0,0,0,0,0,0,0,0,0,0,0,14,81,3
Minor Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Angle,Truck Driver,Major,Truck,13,0,1,0,1,0,0,1,1,0,0,0,0,0,32,34,1
Major Arterial,Etobicoke York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Turning Movement,Driver,None,Automobile,8,0,1,0,0,0,0,0,1,0,0,0,0,1,12,111,2
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Other,SMV Other,Vehicle Owner,None,Other,19,0,1,0,0,0,0,0,0,0,0,0,0,0,52,76,1
Collector,Etobicoke York,Intersection,Other,No Control,Rain,Dawn,Wet,Pedestrian Collisions,Driver,None,Bus,7,0,0,0,0,1,0,0,0,0,0,0,1,0,22,18,10
Collector,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Passenger,Minor,Other,3,0,1,0,0,0,0,1,1,0,1,0,0,1,43,137,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,21,0,1,0,0,0,0,0,1,1,0,0,1,1,32,52,7
Major Arterial,North York,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,13,1,0,0,0,1,0,0,0,0,0,0,0,0,13,106,6
Other,Other,Mid-Block,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Turning Movement,Motorcycle Passenger,Major,2 Wheels,13,0,1,1,0,0,0,0,1,0,0,0,0,0,31,26,9
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,21,0,1,0,0,0,0,0,0,0,0,0,1,0,33,40,3
Major Arterial,North York,Mid-Block,Other,No Control,Rain,Dark,Wet,SMV Other,Other,None,Other,23,0,1,0,0,0,0,1,1,0,0,0,0,1,53,56,10
Minor Arterial,Etobicoke York,Intersection,Other,No Control,Clear,Daylight,Dry,SMV Unattended Vehicle,Driver,Major,Automobile,14,0,1,0,0,0,0,1,1,0,0,0,0,0,12,110,11
Major Arterial,Toronto and East York,Mid-Block,Other,No Control,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,4,0,1,0,0,0,0,0,0,0,0,0,1,1,54,58,3
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Other,Driver,None,Bus,12,0,0,0,0,1,0,0,0,0,0,0,0,1,32,34,8
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Passenger,Minor,Other,22,0,1,0,0,0,0,0,1,0,0,0,0,1,53,98,10
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Passenger,None,Other,23,0,1,0,0,0,0,0,0,0,0,0,1,1,14,82,7
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Cyclist Collisions,Truck Driver,None,Truck,18,1,0,0,1,0,0,0,0,0,0,0,0,1,14,79,10
Local,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,17,0,1,0,0,0,0,0,0,0,0,0,1,0,51,77,4
Minor Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Angle,Driver,Minor,Automobile,16,0,1,0,0,1,0,1,1,1,0,0,0,1,23,7,8
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,18,0,1,0,0,0,0,0,0,0,0,0,1,0,23,6,8
Major Arterial,Scarborough,Mid-Block,At Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Other,None,Automobile,18,0,1,0,0,0,0,0,1,0,0,0,1,0,42,132,10
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Rear End,Driver,Major,Automobile,8,0,1,0,0,0,0,1,1,0,0,0,0,0,54,66,2
Minor Arterial,North York,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,11,0,1,0,0,0,0,0,0,0,0,0,1,0,32,31,8
Major Arterial,Scarborough,Intersection,At Intersection,Traffic Signal,Rain,Dark,Wet,Angle,Driver,Major,Automobile,0,0,1,0,0,0,0,0,1,1,0,0,0,1,43,137,12
Major Arterial,Toronto and East York,Intersection,Other,No Control,Clear,Daylight,Dry,Cyclist Collisions,Vehicle Owner,None,Other,23,1,1,0,0,0,0,0,0,0,0,0,0,0,51,75,11
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Cyclist Collisions,Driver,None,Bus,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11,90,9
Major Arterial,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Fatal,Other,14,0,1,0,0,0,0,0,0,0,0,0,1,0,53,98,3
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Automobile,13,0,1,0,0,0,0,0,1,0,0,0,1,0,13,96,1
Major Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Approaching,Driver,Minor,Automobile,18,0,1,0,0,1,0,1,1,0,0,0,0,0,14,82,4
Major Arterial,Toronto and East York,Intersection,At Intersection,Other,Clear,Daylight,Dry,SMV Other,Motorcycle Passenger,Major,2 Wheels,18,0,0,1,0,0,0,0,0,0,0,0,0,0,53,98,6
Collector,Etobicoke York,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Passenger,Minor,Other,23,0,1,0,0,0,0,1,1,0,1,0,0,1,31,24,5
Expressway,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Automobile,23,0,1,0,0,0,0,0,1,0,0,0,1,0,52,77,2
Local,Toronto and East York,Intersection,At Intersection,Stop Sign,Clear,Dark,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,4,0,1,0,0,0,0,0,0,0,0,0,1,1,13,109,6
Major Arterial,North York,Mid-Block,Other,No Control,Clear,Daylight,Dry,SMV Other,Driver,Major,Automobile,11,0,1,0,0,0,0,0,0,0,0,1,0,0,41,119,4
Collector,Scarborough,Mid-Block,Other,No Control,Clear,Dark,Dry,SMV Other,Driver,Fatal,Automobile,4,0,1,0,0,0,0,0,0,0,0,0,0,1,43,137,12
Minor Arterial,Toronto and East York,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Pedestrian Collisions,Driver,None,Van,22,0,1,0,0,0,0,0,0,0,0,0,1,0,53,95,11
Major Arterial,North York,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Turning Movement,Driver,None,Automobile,22,0,1,0,0,0,0,0,1,0,0,0,0,1,33,45,12
Major Arterial,Scarborough,Mid-Block,Non Intersection,Traffic Signal,Clear,Dark,Dry,Rear End,Driver,None,Truck,22,0,1,0,0,0,0,0,1,0,0,0,0,1,43,137,7
Minor Arterial,Toronto and East York,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Cyclist Collisions,Driver,None,Automobile,8,1,1,0,0,0,0,0,0,0,0,0,0,0,51,77,5
Major Arterial,North York,Mid-Block,At/Near Private Drive,No Control,Clear,Daylight,Dry,Angle,Passenger,Minor,Other,15,0,1,0,0,0,0,1,1,0,0,0,0,1,32,27,5
Major Arterial,North York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Wet,Pedestrian Collisions,Pedestrian,Major,Other,11,0,1,0,0,0,0,0,0,0,0,0,1,0,53,99,1
Collector,North York,Intersection,Other,Pedestrian Crossover,Clear,Daylight,Dry,Pedestrian Collisions,Vehicle Owner,None,Other,9,0,1,0,0,0,0,0,1,0,0,0,1,0,32,33,3
Minor Arterial,Scarborough,Mid-Block,Other,No Control,Clear,Daylight,Dry,Approaching,Driver,Major,Automobile,15,0,1,0,0,0,0,0,0,0,0,0,0,0,43,140,3
Minor Arterial,Etobicoke York,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Pedestrian Collisions,Driver,None,Van,8,0,1,0,0,0,0,0,0,0,0,0,1,0,12,113,7
Major Arterial,Scarborough,Intersection,At Intersection,No Control,Clear,Daylight,Wet,Pedestrian Collisions,Driver,None,Other,15,0,0,0,0,0,0,0,0,0,0,0,1,0,43,138,1
Major Arterial,Toronto and East York,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Pedestrian Collisions,Pedestrian,Major,Other,13,0,1,0,0,0,0,0,1,0,0,0,1,0,11,89,12
Minor Arterial,Scarborough,Mid-Block,At/Near Private Drive,No Control,Clear,Dark,Dry,Pedestrian Collisions,Pedestrian,Major,Other,21,0,1,0,0,0,0,0,0,0,0,0,1,0,43,135,5
Major Arterial,Etobicoke York,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Pedestrian Collisions,Pedestrian,Major,Other,18,0,1,0,0,0,0,0,1,1,0,0,1,1,31,27,10
